id,state,regional_unemployment_rate,regional_median_income,regional_median_rent,housing_price_index,cost_of_living_index,previous_zip_code
13243,Ga,4.1,58000,1220.0,104.0,80.0,486
13244,Ca,5.4,75000,1920.0,155.0,126.0,108
13245,Tx,3.9,61000,1370.0,104.0,87.0,282
13246,Ga,4.6,58000,1370.0,106.0,84.0,175
13247,Ga,4.4,58000,1310.0,109.0,82.0,519
13248,Fl,4.8,55000,1100.0,108.0,89.0,917
13249,Md,4.5,84000,1970.0,135.0,109.0,162
13250,Md,4.2,84000,1960.0,124.0,101.0,360
13251,Tx,4.4,61000,1350.0,113.0,94.0,431
13252,Ga,4.0,58000,1580.0,105.0,92.0,541
13253,Ma,4.6,81000,2010.0,136.0,119.0,744
13254,Ca,4.8,75000,1690.0,151.0,116.0,213
13255,Nc,4.2,54000,1280.0,119.0,91.0,467
13256,Tx,4.0,61000,1340.0,109.0,88.0,939
13257,Il,5.2,65000,1590.0,98.0,86.0,255
13258,Tn,3.9,53000,1200.0,111.0,86.0,204
13259,Pa,4.4,61000,1270.0,96.0,88.0,358
13260,Ca,5.5,75000,1640.0,159.0,111.0,875
13261,Md,4.1,84000,2040.0,132.0,114.0,625
13262,Oh,4.7,56000,1310.0,94.0,73.0,785
13263,Pa,4.6,61000,1530.0,94.0,78.0,483
13264,Ma,4.2,81000,1790.0,146.0,114.0,541
13265,Md,3.9,84000,1990.0,130.0,114.0,247
13266,Az,4.3,58000,1290.0,111.0,98.0,861
13267,Pa,4.6,61000,1210.0,89.0,89.0,866
13268,In,4.2,55000,1360.0,90.0,78.0,586
13269,Mo,4.4,55000,1430.0,104.0,86.0,199
13270,Fl,5.3,55000,1350.0,117.0,105.0,868
13271,Ca,5.3,75000,1570.0,157.0,125.0,991
13272,Fl,3.9,55000,1390.0,114.0,93.0,788
13273,Wa,4.6,78000,1740.0,147.0,121.0,914
13274,Oh,4.6,56000,1140.0,94.0,85.0,327
13275,Az,4.5,58000,1240.0,107.0,84.0,743
13276,Ny,5.2,72000,1740.0,133.0,112.0,675
13277,Fl,4.8,55000,1280.0,110.0,96.0,739
13278,Md,4.0,84000,1900.0,127.0,112.0,196
13279,Il,4.8,65000,1530.0,102.0,87.0,666
13280,Nc,4.2,54000,1360.0,119.0,96.0,887
13281,Nc,4.4,54000,1420.0,113.0,83.0,765
13282,Tx,4.1,61000,1360.0,108.0,81.0,832
13283,Oh,4.9,56000,1300.0,99.0,81.0,860
13284,Tx,4.0,61000,1590.0,108.0,95.0,540
13285,Mo,3.9,55000,1530.0,97.0,73.0,140
13286,Fl,4.8,55000,1280.0,105.0,90.0,444
13287,Tn,3.9,53000,1200.0,111.0,88.0,656
13288,Il,5.1,65000,1560.0,105.0,83.0,851
13289,Ca,5.4,75000,1570.0,157.0,127.0,141
13290,Va,3.1,74000,1940.0,120.0,99.0,879
13291,Nc,4.7,54000,1270.0,106.0,84.0,817
13292,Pa,3.9,61000,1440.0,96.0,82.0,172
13293,Tx,4.1,61000,1350.0,111.0,92.0,746
13294,Va,3.7,74000,1790.0,127.0,110.0,107
13295,Md,4.1,84000,1960.0,128.0,106.0,737
13296,Wi,4.2,60000,1240.0,106.0,97.0,110
13297,Ny,5.5,72000,1640.0,138.0,118.0,122
13298,Fl,5.4,55000,1420.0,122.0,101.0,618
13299,Ca,5.2,75000,1840.0,164.0,131.0,340
13300,Ny,4.8,72000,1810.0,145.0,114.0,627
13301,Oh,5.1,56000,1310.0,91.0,74.0,590
13302,Tn,3.8,53000,1300.0,112.0,83.0,532
13303,Ga,3.9,58000,1440.0,106.0,93.0,405
13304,Pa,3.8,61000,1210.0,101.0,79.0,918
13305,Ga,4.0,58000,1400.0,103.0,83.0,457
13306,Nj,4.7,82000,2050.0,130.0,108.0,980
13307,Ca,6.0,75000,1770.0,163.0,129.0,733
13308,Fl,4.6,55000,1110.0,115.0,94.0,454
13309,Fl,4.5,55000,1440.0,116.0,84.0,142
13310,Mi,5.2,57000,1320.0,89.0,70.0,157
13311,Mi,5.3,57000,1390.0,89.0,84.0,259
13312,Oh,4.9,56000,1360.0,92.0,76.0,420
13313,Tx,4.2,61000,1330.0,105.0,93.0,460
13314,Ga,4.5,58000,1520.0,96.0,80.0,520
13315,In,4.8,55000,1420.0,84.0,74.0,739
13316,Nj,5.4,82000,1860.0,132.0,115.0,107
13317,In,4.5,55000,1220.0,102.0,83.0,853
13318,Ga,4.1,58000,1410.0,98.0,71.0,234
13319,In,3.9,55000,1440.0,113.0,93.0,954
13320,Az,4.8,58000,1420.0,113.0,89.0,482
13321,Fl,4.4,55000,1450.0,107.0,77.0,641
13322,In,4.2,55000,1230.0,93.0,78.0,502
13323,Wa,4.7,78000,2180.0,143.0,116.0,839
13324,Mi,5.7,57000,1250.0,95.0,88.0,162
13325,Ca,5.6,75000,1710.0,162.0,133.0,950
13326,Va,4.1,74000,1680.0,124.0,104.0,804
13327,Ny,4.6,72000,1720.0,134.0,113.0,411
13328,Ny,5.4,72000,1840.0,136.0,124.0,853
13329,Pa,4.9,61000,1670.0,94.0,75.0,444
13330,Il,5.1,65000,1690.0,90.0,70.0,222
13331,In,4.4,55000,1230.0,98.0,76.0,621
13332,Pa,4.6,61000,1290.0,98.0,85.0,162
13333,Va,3.5,74000,1680.0,126.0,111.0,614
13334,Nc,4.7,54000,1410.0,106.0,85.0,707
13335,Ny,5.3,72000,1630.0,134.0,104.0,660
13336,Ca,5.3,75000,1750.0,164.0,130.0,671
13337,Ny,5.0,72000,1530.0,147.0,128.0,807
13338,Mo,4.0,55000,1370.0,99.0,82.0,217
13339,Oh,5.0,56000,1300.0,92.0,83.0,122
13340,Pa,3.9,61000,1400.0,96.0,87.0,752
13341,Ca,5.4,75000,1590.0,164.0,129.0,225
13342,Nc,4.0,54000,1290.0,107.0,87.0,759
13343,Fl,4.7,55000,1320.0,129.0,99.0,745
13344,Ny,5.0,72000,1940.0,148.0,110.0,882
13345,Md,4.4,84000,1870.0,131.0,111.0,284
13346,Ma,4.4,81000,1820.0,150.0,124.0,754
13347,Mi,5.3,57000,1350.0,93.0,71.0,924
13348,Ga,4.0,58000,1180.0,109.0,86.0,204
13349,Ga,4.0,58000,1360.0,112.0,91.0,828
13350,Pa,4.2,61000,1340.0,91.0,84.0,206
13351,Ga,3.9,58000,1500.0,103.0,94.0,223
13352,Tx,4.6,61000,1210.0,103.0,85.0,414
13353,Tx,4.4,61000,1330.0,112.0,91.0,178
13354,Md,4.5,84000,1760.0,131.0,104.0,685
13355,In,4.7,55000,1210.0,95.0,77.0,915
13356,Pa,4.8,61000,1420.0,93.0,77.0,140
13357,Ca,5.4,75000,1820.0,161.0,118.0,279
13358,Ga,4.0,58000,1600.0,95.0,73.0,624
13359,Mo,4.0,55000,1300.0,103.0,91.0,493
13360,Il,4.7,65000,1450.0,101.0,91.0,158
13361,Ca,5.3,75000,2040.0,162.0,126.0,264
13362,Ca,5.6,75000,1690.0,160.0,129.0,330
13363,Il,5.3,65000,1530.0,94.0,85.0,427
13364,Ny,5.4,72000,1570.0,148.0,112.0,328
13365,Fl,4.8,55000,1360.0,121.0,97.0,417
13366,Fl,4.8,55000,1270.0,117.0,95.0,133
13367,Tn,4.0,53000,1140.0,111.0,95.0,497
13368,Ny,4.7,72000,1750.0,136.0,117.0,589
13369,Ca,5.4,75000,1620.0,163.0,126.0,203
13370,Wa,5.2,78000,1870.0,154.0,119.0,119
13371,Mi,5.7,57000,1440.0,94.0,86.0,664
13372,Il,4.9,65000,1410.0,102.0,90.0,367
13373,Pa,4.5,61000,1460.0,87.0,75.0,208
13374,Ga,3.7,58000,1200.0,92.0,80.0,138
13375,Fl,4.7,55000,1650.0,124.0,93.0,502
13376,Il,5.9,65000,1450.0,103.0,90.0,891
13377,Mo,4.0,55000,1090.0,100.0,82.0,625
13378,Ca,5.7,75000,2010.0,162.0,123.0,718
13379,Pa,4.6,61000,1490.0,92.0,79.0,744
13380,Tx,4.3,61000,1510.0,105.0,76.0,732
13381,Fl,4.6,55000,1280.0,113.0,101.0,887
13382,Pa,4.6,61000,1450.0,92.0,75.0,732
13383,Va,4.5,74000,1670.0,128.0,108.0,877
13384,Ma,4.0,81000,1870.0,147.0,124.0,338
13385,Ca,5.4,75000,1720.0,160.0,129.0,645
13386,Tx,4.1,61000,1410.0,107.0,88.0,269
13387,Ca,5.4,75000,1770.0,159.0,133.0,962
13388,Wa,5.4,78000,1830.0,159.0,123.0,634
13389,Ca,5.6,75000,1910.0,165.0,140.0,333
13390,Tx,4.7,61000,1510.0,109.0,93.0,464
13391,Ny,5.3,72000,1820.0,141.0,111.0,334
13392,Wi,4.6,60000,1230.0,99.0,88.0,247
13393,Ga,4.0,58000,1340.0,113.0,93.0,792
13394,Oh,4.7,56000,1190.0,95.0,74.0,630
13395,Mi,5.6,57000,1480.0,94.0,80.0,706
13396,Oh,4.4,56000,1200.0,93.0,87.0,201
13397,In,4.4,55000,1330.0,90.0,70.0,514
13398,Ny,5.0,72000,1770.0,136.0,111.0,805
13399,Mo,4.3,55000,1270.0,94.0,90.0,868
13400,Ca,5.9,75000,1720.0,155.0,119.0,412
13401,Mo,4.9,55000,1410.0,91.0,76.0,855
13402,Pa,4.5,61000,1410.0,99.0,91.0,455
13403,Md,4.4,84000,2150.0,130.0,106.0,119
13404,In,4.0,55000,1320.0,101.0,83.0,380
13405,Ca,4.8,75000,1530.0,171.0,133.0,350
13406,Md,3.8,84000,2050.0,134.0,109.0,799
13407,Oh,4.3,56000,1350.0,89.0,84.0,726
13408,Pa,3.7,61000,1540.0,96.0,73.0,520
13409,Tx,4.1,61000,1310.0,105.0,83.0,676
13410,Md,4.6,84000,2200.0,131.0,111.0,974
13411,In,4.1,55000,1420.0,92.0,76.0,693
13412,Oh,4.4,56000,1330.0,92.0,72.0,989
13413,Ny,4.9,72000,1500.0,141.0,116.0,650
13414,Il,4.9,65000,1350.0,90.0,73.0,646
13415,Mi,5.5,57000,1280.0,93.0,77.0,579
13416,Wa,4.8,78000,1940.0,159.0,123.0,346
13417,Pa,4.9,61000,1420.0,93.0,79.0,825
13418,Ga,4.2,58000,1420.0,100.0,82.0,599
13419,Ca,5.1,75000,1950.0,155.0,123.0,441
13420,Ga,4.3,58000,1440.0,106.0,82.0,400
13421,Tx,4.3,61000,1400.0,114.0,90.0,862
13422,Fl,4.5,55000,1340.0,110.0,88.0,991
13423,Mo,3.7,55000,1200.0,100.0,87.0,363
13424,Oh,4.6,56000,1460.0,100.0,85.0,441
13425,Az,4.8,58000,1480.0,106.0,86.0,943
13426,Ca,5.2,75000,1980.0,168.0,132.0,101
13427,Oh,5.1,56000,1420.0,96.0,73.0,943
13428,Fl,4.5,55000,1280.0,109.0,81.0,208
13429,Wa,4.7,78000,1880.0,160.0,127.0,634
13430,Tx,4.3,61000,1530.0,99.0,85.0,463
13431,In,4.3,55000,1320.0,101.0,92.0,916
13432,Fl,5.0,55000,1440.0,115.0,86.0,174
13433,Pa,4.3,61000,1480.0,96.0,79.0,402
13434,Ca,5.5,75000,1730.0,150.0,121.0,444
13435,Va,4.0,74000,1820.0,130.0,105.0,989
13436,Fl,4.7,55000,1390.0,118.0,88.0,730
13437,Az,4.5,58000,1230.0,121.0,95.0,533
13438,Ga,4.0,58000,1320.0,113.0,99.0,239
13439,Ny,4.9,72000,1900.0,145.0,121.0,820
13440,Nc,4.3,54000,1450.0,112.0,78.0,817
13441,Nc,4.5,54000,1230.0,103.0,77.0,207
13442,Fl,5.1,55000,1390.0,110.0,92.0,990
13443,Wa,5.1,78000,1990.0,159.0,124.0,294
13444,Md,4.4,84000,1890.0,120.0,112.0,225
13445,Ga,4.1,58000,1280.0,104.0,88.0,549
13446,Il,5.3,65000,1410.0,100.0,81.0,241
13447,Ga,4.6,58000,1360.0,111.0,88.0,252
13448,In,4.3,55000,1180.0,104.0,86.0,289
13449,Ny,4.7,72000,1620.0,140.0,115.0,944
13450,Fl,4.9,55000,1310.0,107.0,93.0,346
13451,Ca,5.6,75000,1580.0,157.0,124.0,945
13452,Ca,5.4,75000,1970.0,155.0,121.0,463
13453,Ca,5.4,75000,1940.0,164.0,131.0,970
13454,Mi,5.2,57000,1390.0,86.0,68.0,796
13455,In,4.8,55000,1220.0,105.0,88.0,530
13456,Pa,4.1,61000,1360.0,89.0,70.0,300
13457,Ny,4.6,72000,1970.0,149.0,123.0,572
13458,Md,4.8,84000,2010.0,133.0,118.0,606
13459,Pa,4.3,61000,1450.0,99.0,94.0,920
13460,Wa,5.2,78000,1630.0,155.0,130.0,808
13461,Ga,3.6,58000,1400.0,108.0,84.0,123
13462,Fl,4.8,55000,1370.0,107.0,93.0,582
13463,Ga,4.2,58000,1450.0,99.0,95.0,407
13464,Oh,4.5,56000,1210.0,84.0,77.0,945
13465,Oh,5.1,56000,1220.0,88.0,68.0,638
13466,Fl,4.7,55000,1270.0,118.0,88.0,803
13467,Fl,5.3,55000,1590.0,123.0,96.0,665
13468,Mi,5.3,57000,1520.0,92.0,75.0,500
13469,Ca,5.5,75000,1870.0,161.0,127.0,390
13470,Ny,5.0,72000,1820.0,143.0,118.0,942
13471,Ny,5.2,72000,1820.0,144.0,115.0,905
13472,Ca,5.4,75000,1410.0,156.0,127.0,475
13473,Wa,5.4,78000,1950.0,162.0,126.0,399
13474,Va,3.8,74000,1780.0,122.0,108.0,553
13475,Oh,5.1,56000,1220.0,92.0,71.0,111
13476,Ga,4.0,58000,1340.0,104.0,82.0,308
13477,Il,4.9,65000,1650.0,97.0,88.0,546
13478,Ca,5.6,75000,1530.0,155.0,126.0,550
13479,Ny,5.4,72000,1720.0,139.0,110.0,438
13480,Va,3.8,74000,1690.0,130.0,106.0,579
13481,Ny,4.7,72000,1960.0,138.0,105.0,409
13482,Fl,5.2,55000,1320.0,109.0,86.0,845
13483,Ga,3.7,58000,1460.0,103.0,82.0,909
13484,Mi,6.1,57000,1300.0,93.0,90.0,377
13485,Nc,4.3,54000,1360.0,110.0,86.0,378
13486,Ca,5.1,75000,1900.0,153.0,121.0,990
13487,Tx,4.2,61000,1550.0,108.0,96.0,609
13488,Md,4.4,84000,2080.0,119.0,107.0,985
13489,Tx,4.3,61000,1570.0,104.0,93.0,448
13490,Tx,4.1,61000,1330.0,111.0,94.0,363
13491,Ma,4.3,81000,1780.0,148.0,112.0,117
13492,Il,5.4,65000,1530.0,99.0,90.0,440
13493,Oh,4.9,56000,1330.0,93.0,83.0,214
13494,Tx,3.8,61000,1600.0,107.0,85.0,165
13495,In,4.6,55000,1330.0,100.0,86.0,805
13496,Md,4.1,84000,1960.0,135.0,126.0,597
13497,Va,3.6,74000,1950.0,125.0,103.0,923
13498,Oh,4.4,56000,1100.0,91.0,71.0,182
13499,Tx,4.1,61000,1350.0,106.0,87.0,703
13500,Md,4.5,84000,1830.0,129.0,118.0,244
13501,Ny,5.0,72000,1580.0,141.0,116.0,827
13502,Nc,4.8,54000,1280.0,113.0,80.0,677
13503,Il,5.2,65000,1500.0,102.0,97.0,846
13504,Ca,5.5,75000,1860.0,172.0,136.0,668
13505,Tx,4.6,61000,1460.0,109.0,88.0,949
13506,Md,4.4,84000,2040.0,126.0,117.0,520
13507,Tx,4.1,61000,1330.0,105.0,82.0,677
13508,In,4.2,55000,1200.0,95.0,86.0,634
13509,Ca,5.9,75000,2000.0,152.0,130.0,490
13510,Tx,3.9,61000,1380.0,109.0,83.0,281
13511,Il,5.3,65000,1730.0,95.0,83.0,424
13512,Fl,4.8,55000,1170.0,109.0,94.0,985
13513,Tx,4.1,61000,1390.0,100.0,89.0,438
13514,Fl,4.6,55000,1360.0,115.0,93.0,562
13515,Pa,4.5,61000,1540.0,96.0,79.0,174
13516,Il,4.7,65000,1710.0,106.0,83.0,442
13517,Tx,4.2,61000,1550.0,118.0,93.0,994
13518,Ma,3.8,81000,2050.0,150.0,121.0,192
13519,Wa,4.5,78000,2060.0,156.0,113.0,572
13520,Wa,5.3,78000,2120.0,158.0,124.0,120
13521,Ma,4.3,81000,1970.0,140.0,117.0,274
13522,Tx,4.3,61000,1360.0,102.0,81.0,483
13523,Nc,4.3,54000,1270.0,118.0,93.0,352
13524,Nc,4.5,54000,1260.0,103.0,80.0,563
13525,Fl,4.5,55000,1240.0,103.0,79.0,268
13526,Nj,4.6,82000,2020.0,135.0,110.0,238
13527,Ny,4.7,72000,1530.0,145.0,109.0,790
13528,Ma,4.3,81000,1840.0,142.0,119.0,960
13529,Az,4.5,58000,1500.0,112.0,88.0,248
13530,Az,5.3,58000,1320.0,111.0,88.0,111
13531,Mi,5.9,57000,1610.0,87.0,73.0,590
13532,Ca,5.5,75000,1660.0,156.0,117.0,136
13533,Ca,5.5,75000,2030.0,157.0,124.0,628
13534,Tx,4.3,61000,1530.0,103.0,84.0,184
13535,Ca,5.7,75000,1670.0,155.0,123.0,987
13536,Tn,4.3,53000,1280.0,108.0,82.0,618
13537,Tx,3.9,61000,1540.0,103.0,87.0,521
13538,Md,4.3,84000,2210.0,122.0,105.0,267
13539,Wa,4.9,78000,2280.0,159.0,125.0,175
13540,Fl,4.4,55000,1090.0,120.0,101.0,571
13541,Fl,4.9,55000,1270.0,120.0,102.0,549
13542,Fl,5.4,55000,1240.0,119.0,94.0,790
13543,Ny,5.0,72000,1620.0,137.0,105.0,395
13544,Ca,6.0,75000,1740.0,164.0,126.0,222
13545,Il,5.4,65000,1580.0,96.0,84.0,565
13546,Wi,4.0,60000,1460.0,93.0,83.0,165
13547,Va,3.8,74000,1860.0,132.0,101.0,586
13548,In,4.5,55000,1250.0,100.0,75.0,973
13549,Nj,5.3,82000,1820.0,132.0,118.0,845
13550,Ma,4.0,81000,2050.0,145.0,119.0,289
13551,Il,5.2,65000,1610.0,112.0,89.0,340
13552,Wi,4.5,60000,1500.0,100.0,85.0,415
13553,Ma,4.1,81000,1900.0,142.0,117.0,709
13554,Pa,4.6,61000,1470.0,97.0,90.0,830
13555,Fl,4.5,55000,1230.0,112.0,88.0,628
13556,Fl,4.2,55000,1430.0,116.0,89.0,768
13557,Fl,5.2,55000,1230.0,118.0,96.0,231
13558,Il,5.0,65000,1370.0,109.0,80.0,826
13559,Md,4.4,84000,2080.0,134.0,119.0,442
13560,Ny,5.0,72000,1800.0,136.0,108.0,651
13561,Mo,4.0,55000,1220.0,95.0,76.0,777
13562,Mo,3.9,55000,1240.0,93.0,80.0,296
13563,Md,4.6,84000,2200.0,123.0,107.0,922
13564,Nc,4.7,54000,1220.0,106.0,83.0,231
13565,Ga,4.3,58000,1300.0,104.0,89.0,670
13566,In,3.9,55000,1250.0,104.0,81.0,108
13567,Ca,5.9,75000,1780.0,160.0,125.0,132
13568,Wa,5.2,78000,2170.0,155.0,121.0,405
13569,Tx,4.5,61000,1680.0,104.0,82.0,140
13570,Mi,5.5,57000,1230.0,92.0,82.0,266
13571,Pa,4.7,61000,1370.0,94.0,83.0,728
13572,Tx,4.4,61000,1230.0,103.0,76.0,253
13573,Ca,5.6,75000,1660.0,160.0,124.0,254
13574,Pa,4.1,61000,1380.0,97.0,89.0,141
13575,Ny,4.3,72000,1690.0,142.0,112.0,769
13576,Tx,4.1,61000,1610.0,103.0,91.0,802
13577,Az,4.9,58000,1390.0,116.0,93.0,342
13578,Ma,3.9,81000,1800.0,142.0,120.0,230
13579,Fl,4.7,55000,1180.0,120.0,86.0,250
13580,Il,5.4,65000,1410.0,107.0,86.0,133
13581,Ca,6.1,75000,2060.0,162.0,132.0,985
13582,Fl,4.9,55000,1450.0,109.0,87.0,331
13583,Ca,5.1,75000,1770.0,159.0,124.0,421
13584,In,3.8,55000,1320.0,105.0,91.0,563
13585,Oh,4.8,56000,1540.0,93.0,74.0,240
13586,Ma,4.3,81000,1870.0,149.0,125.0,314
13587,Mi,5.5,57000,1330.0,88.0,64.0,837
13588,Pa,4.9,61000,1530.0,93.0,85.0,200
13589,Nj,5.2,82000,2130.0,142.0,116.0,488
13590,Va,3.3,74000,1550.0,122.0,109.0,380
13591,Fl,4.5,55000,1290.0,117.0,78.0,556
13592,Nj,5.4,82000,1840.0,134.0,111.0,298
13593,Ga,4.5,58000,1530.0,100.0,80.0,776
13594,Tn,5.2,53000,1200.0,101.0,82.0,503
13595,Tn,4.1,53000,1320.0,107.0,89.0,977
13596,Ma,4.3,81000,1970.0,145.0,124.0,411
13597,Pa,4.5,61000,1440.0,102.0,90.0,441
13598,Pa,4.2,61000,1340.0,94.0,72.0,889
13599,Mi,5.7,57000,1490.0,89.0,83.0,800
13600,Wi,4.3,60000,1630.0,97.0,85.0,274
13601,Va,3.7,74000,1910.0,123.0,103.0,609
13602,Il,4.8,65000,1770.0,103.0,84.0,822
13603,Az,4.5,58000,1280.0,129.0,92.0,236
13604,Mo,4.4,55000,1430.0,97.0,81.0,619
13605,Tn,4.0,53000,1400.0,104.0,83.0,417
13606,Tx,4.2,61000,1330.0,108.0,95.0,984
13607,Ca,5.7,75000,1680.0,155.0,118.0,694
13608,Mi,5.4,57000,1300.0,87.0,72.0,794
13609,Mi,5.4,57000,1190.0,91.0,82.0,908
13610,Tx,4.4,61000,1450.0,104.0,91.0,867
13611,Fl,4.5,55000,1500.0,117.0,93.0,889
13612,Ca,5.6,75000,1970.0,159.0,126.0,102
13613,Md,4.6,84000,1930.0,139.0,119.0,615
13614,Wa,5.2,78000,1700.0,160.0,131.0,733
13615,Wi,4.6,60000,1450.0,102.0,89.0,138
13616,Ga,3.9,58000,1430.0,102.0,92.0,592
13617,Ga,3.8,58000,1510.0,110.0,86.0,411
13618,Ga,4.0,58000,1330.0,96.0,76.0,436
13619,Wa,5.5,78000,2120.0,152.0,123.0,259
13620,Ga,4.6,58000,1130.0,102.0,87.0,376
13621,Mo,3.6,55000,1160.0,93.0,76.0,341
13622,Ca,5.5,75000,1650.0,156.0,122.0,308
13623,Fl,5.4,55000,1240.0,116.0,87.0,641
13624,Tx,4.6,61000,1330.0,105.0,87.0,943
13625,Va,4.0,74000,1960.0,130.0,108.0,970
13626,Tx,4.8,61000,1330.0,104.0,91.0,948
13627,Nj,5.3,82000,1960.0,127.0,107.0,292
13628,Ga,3.6,58000,1460.0,93.0,92.0,415
13629,Az,4.8,58000,1460.0,110.0,84.0,806
13630,Ny,4.8,72000,1540.0,142.0,118.0,181
13631,Wa,5.0,78000,1690.0,160.0,128.0,857
13632,Ca,5.3,75000,1670.0,165.0,125.0,388
13633,In,4.4,55000,1430.0,94.0,82.0,166
13634,Mi,5.6,57000,1240.0,93.0,81.0,925
13635,Nj,4.8,82000,2140.0,127.0,112.0,316
13636,In,4.3,55000,1250.0,94.0,82.0,690
13637,Fl,4.9,55000,1390.0,123.0,105.0,918
13638,Ca,5.4,75000,1790.0,154.0,131.0,681
13639,Ny,4.4,72000,1720.0,135.0,107.0,133
13640,Wi,4.1,60000,1360.0,98.0,76.0,881
13641,In,4.1,55000,1410.0,96.0,78.0,173
13642,Ny,5.0,72000,1520.0,140.0,115.0,984
13643,Ca,4.7,75000,1670.0,159.0,129.0,767
13644,Md,4.5,84000,1820.0,137.0,119.0,786
13645,Tx,3.7,61000,1630.0,109.0,98.0,592
13646,Fl,5.1,55000,1340.0,119.0,91.0,260
13647,Tx,3.9,61000,1590.0,108.0,93.0,309
13648,Ca,5.6,75000,1740.0,167.0,130.0,426
13649,Mi,5.4,57000,1270.0,90.0,74.0,148
13650,Ma,4.4,81000,1790.0,138.0,109.0,703
13651,Ca,5.6,75000,1770.0,154.0,121.0,986
13652,Ca,5.7,75000,1520.0,157.0,115.0,234
13653,Tx,4.1,61000,1400.0,90.0,76.0,649
13654,Oh,4.6,56000,1190.0,94.0,77.0,303
13655,In,4.7,55000,1300.0,93.0,75.0,365
13656,Fl,4.3,55000,1100.0,111.0,94.0,533
13657,Mo,4.8,55000,1350.0,96.0,80.0,113
13658,Tx,3.8,61000,1240.0,105.0,89.0,389
13659,Pa,4.3,61000,1410.0,93.0,79.0,683
13660,Tx,3.7,61000,1410.0,105.0,94.0,905
13661,Pa,4.4,61000,1780.0,96.0,70.0,367
13662,Ca,5.7,75000,1880.0,162.0,125.0,671
13663,Il,4.6,65000,1490.0,97.0,85.0,367
13664,Ny,5.0,72000,1730.0,142.0,117.0,244
13665,Tn,4.4,53000,1190.0,106.0,89.0,835
13666,Fl,5.1,55000,1550.0,120.0,86.0,716
13667,In,4.4,55000,1350.0,97.0,91.0,669
13668,Nc,4.2,54000,1290.0,116.0,92.0,464
13669,Ca,5.9,75000,1800.0,158.0,123.0,932
13670,Ny,5.0,72000,1690.0,129.0,106.0,420
13671,Ma,4.0,81000,1660.0,144.0,119.0,335
13672,Ca,5.2,75000,1680.0,163.0,120.0,675
13673,Ny,4.6,72000,1850.0,148.0,116.0,481
13674,Az,5.2,58000,1230.0,116.0,91.0,692
13675,Az,4.7,58000,1300.0,107.0,84.0,690
13676,Nj,4.6,82000,1860.0,135.0,107.0,593
13677,Fl,4.7,55000,1230.0,116.0,98.0,360
13678,Mi,6.0,57000,1250.0,106.0,87.0,830
13679,Ny,4.7,72000,1860.0,146.0,123.0,159
13680,Wa,4.8,78000,1790.0,155.0,111.0,406
13681,Md,4.2,84000,2210.0,130.0,105.0,413
13682,Oh,4.9,56000,1220.0,93.0,88.0,814
13683,Az,4.6,58000,1570.0,116.0,100.0,934
13684,Mo,4.4,55000,1310.0,94.0,81.0,475
13685,Mo,3.6,55000,1440.0,103.0,83.0,423
13686,Nj,5.1,82000,2020.0,134.0,113.0,501
13687,Ca,5.1,75000,1650.0,156.0,130.0,580
13688,Fl,4.5,55000,1340.0,115.0,91.0,203
13689,Az,4.9,58000,1450.0,124.0,109.0,312
13690,Pa,4.7,61000,1390.0,94.0,76.0,241
13691,Ca,5.8,75000,1640.0,155.0,126.0,881
13692,Nc,4.6,54000,1110.0,116.0,85.0,234
13693,Fl,4.4,55000,1240.0,107.0,82.0,407
13694,Nc,4.3,54000,1300.0,103.0,90.0,833
13695,Mi,5.7,57000,1420.0,100.0,79.0,883
13696,Ca,5.5,75000,1830.0,155.0,124.0,434
13697,Nc,3.8,54000,1020.0,108.0,79.0,892
13698,Fl,4.7,55000,1220.0,112.0,92.0,222
13699,Ca,5.6,75000,2310.0,156.0,129.0,346
13700,Az,4.9,58000,1340.0,110.0,93.0,105
13701,Ca,5.0,75000,1690.0,155.0,129.0,242
13702,Pa,4.9,61000,1580.0,98.0,80.0,320
13703,Pa,4.9,61000,1610.0,104.0,82.0,133
13704,Oh,4.5,56000,1120.0,86.0,72.0,309
13705,Oh,4.7,56000,1410.0,79.0,71.0,430
13706,In,4.0,55000,1530.0,93.0,87.0,710
13707,Il,5.0,65000,1610.0,101.0,87.0,793
13708,Ca,5.0,75000,1590.0,160.0,124.0,260
13709,Ny,5.1,72000,1720.0,137.0,101.0,308
13710,Fl,4.6,55000,1170.0,117.0,95.0,781
13711,Ny,4.3,72000,1550.0,143.0,110.0,472
13712,Ca,5.7,75000,1750.0,169.0,132.0,221
13713,Wa,4.7,78000,1700.0,148.0,110.0,247
13714,Tn,3.9,53000,1180.0,113.0,88.0,772
13715,Nc,3.9,54000,1220.0,115.0,94.0,193
13716,Ca,5.4,75000,1730.0,157.0,127.0,504
13717,Ca,5.6,75000,1540.0,164.0,128.0,517
13718,Tn,4.1,53000,1230.0,99.0,78.0,662
13719,Tx,3.9,61000,1590.0,109.0,91.0,321
13720,Tx,4.0,61000,1320.0,106.0,92.0,186
13721,Ca,5.6,75000,1690.0,170.0,138.0,941
13722,Fl,5.0,55000,1210.0,118.0,98.0,725
13723,Wa,4.7,78000,2070.0,158.0,128.0,129
13724,Ma,4.4,81000,1690.0,146.0,118.0,680
13725,Md,3.7,84000,2280.0,133.0,119.0,526
13726,In,4.3,55000,1250.0,99.0,91.0,511
13727,Ca,5.7,75000,1800.0,159.0,117.0,899
